(16, 32, 0, 16)
(17, 18, 2, 3)
(16, 32, 16, 32)
(16, 32, 16, 32)
(16, 32, 0, 16)
(8, 10, 6, 8)
(25, 26, 7, 8)
(26, 27, 29, 30)
(14, 16, 18, 20)
(16, 32, 0, 16)
(16, 32, 16, 32)
(16, 32, 0, 16)
(24, 25, 27, 28)
(0, 16, 0, 16)
(16, 32, 0, 16)
(11, 12, 2, 3)
(13, 14, 1, 2)
(14, 15, 2, 3)
(17, 18, 1, 2)
(16, 32, 0, 16)
None
(16, 32, 0, 16)
(20, 21, 8, 9)
(16, 32, 16, 32)
(16, 32, 0, 16)
(4, 5, 19, 20)
(16, 32, 16, 32)
(16, 32, 16, 32)
(27, 28, 26, 27)
(16, 32, 16, 32)
(0, 16, 16, 32)
(24, 25, 29, 30)
(0, 16, 16, 32)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(0, 16, 16, 32)
(16, 32, 16, 32)
(13, 14, 22, 23)
(16, 32, 16, 32)
(16, 32, 16, 32)
(0, 16, 0, 16)
(3, 4, 25, 26)
(16, 32, 16, 32)
(8, 16, 8, 16)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(16, 24, 16, 24)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(0, 16, 0, 16)
(0, 16, 16, 32)
(8, 16, 0, 8)
(0, 16, 16, 32)
(1, 2, 16, 17)
(16, 32, 0, 16)
(10, 11, 1, 2)
(4, 5, 4, 5)
(17, 18, 4, 5)
(13, 14, 3, 4)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(19, 20, 2, 3)
(16, 32, 16, 32)
(16, 32, 0, 16)
(14, 15, 26, 27)
(29, 30, 18, 19)
(16, 32, 0, 16)
(8, 16, 8, 16)
(4, 8, 0, 4)
(0, 1, 0, 1)
(0, 16, 0, 16)
(0, 16, 0, 16)
(3, 4, 14, 15)
(4, 5, 6, 7)
(27, 28, 8, 9)
(16, 32, 16, 32)
(4, 5, 17, 18)
(0, 16, 16, 32)
(14, 16, 4, 6)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(17, 18, 26, 27)
(13, 14, 7, 8)
(12, 16, 16, 20)
(0, 16, 16, 32)
(0, 16, 16, 32)
(0, 16, 16, 32)
(16, 20, 0, 4)
(1, 2, 24, 25)
(16, 32, 16, 32)
(20, 21, 5, 6)
(4, 5, 7, 8)
(17, 18, 13, 14)
(0, 16, 16, 32)
(4, 5, 1, 2)
(19, 20, 16, 17)
(28, 29, 24, 25)
(18, 19, 7, 8)
(4, 5, 1, 2)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(17, 18, 5, 6)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(8, 16, 0, 8)
(0, 16, 0, 16)
(8, 16, 16, 24)
(0, 16, 0, 16)
(16, 32, 0, 16)
(6, 7, 3, 4)
(16, 32, 16, 32)
(16, 32, 16, 32)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(4, 5, 19, 20)
(0, 16, 0, 16)
(0, 16, 16, 32)
(28, 29, 18, 19)
(12, 16, 16, 20)
(16, 32, 0, 16)
(20, 22, 4, 6)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 16, 32)
(18, 19, 1, 2)
(16, 32, 0, 16)
(0, 16, 0, 16)
(0, 16, 0, 16)
(2, 4, 6, 8)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(9, 10, 0, 1)
(0, 16, 0, 16)
(16, 17, 2, 3)
(0, 16, 16, 32)
(16, 24, 16, 24)
(23, 24, 22, 23)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(14, 15, 27, 28)
(20, 21, 26, 27)
(16, 32, 16, 32)
(18, 19, 27, 28)
(0, 16, 0, 16)
(5, 6, 13, 14)
(0, 16, 0, 16)
(26, 27, 29, 30)
(1, 2, 10, 11)
(0, 16, 16, 32)
(16, 32, 16, 32)
(0, 16, 0, 16)
(0, 16, 0, 16)
(0, 16, 16, 32)
(16, 24, 8, 16)
(12, 14, 6, 8)
(0, 16, 16, 32)
(15, 16, 30, 31)
(0, 16, 0, 16)
(16, 24, 0, 8)
(16, 32, 16, 32)
(12, 13, 0, 1)
(13, 14, 8, 9)
(16, 32, 16, 32)
(16, 32, 0, 16)
(16, 32, 16, 32)
(18, 19, 21, 22)
(16, 32, 16, 32)
(0, 16, 16, 32)
(16, 17, 1, 2)
(28, 29, 3, 4)
(0, 16, 16, 32)
(16, 32, 0, 16)
(4, 5, 3, 4)
(16, 32, 0, 16)
(1, 2, 5, 6)
(16, 32, 0, 16)
(0, 16, 0, 16)
(2, 3, 2, 3)
(8, 16, 0, 8)
(16, 32, 16, 32)
(16, 32, 16, 32)
(16, 32, 16, 32)
None
(3, 4, 15, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(16, 17, 5, 6)
(16, 32, 0, 16)
(15, 16, 11, 12)
(0, 16, 0, 16)
(16, 32, 16, 32)
(4, 6, 0, 2)
(16, 32, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(8, 16, 0, 8)
(16, 32, 0, 16)
(9, 10, 0, 1)
(16, 17, 24, 25)
(11, 12, 16, 17)
(16, 32, 16, 32)
(8, 10, 6, 8)
(12, 14, 8, 10)
(9, 10, 7, 8)
(16, 32, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(0, 16, 16, 32)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(16, 32, 16, 32)
(17, 18, 1, 2)
(16, 32, 16, 32)
(16, 32, 0, 16)
(15, 16, 14, 15)
(12, 13, 1, 2)
(8, 12, 8, 12)
(12, 13, 25, 26)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 8, 0, 8)
(16, 32, 16, 32)
(16, 32, 0, 16)
(6, 7, 11, 12)
(16, 32, 0, 16)
(16, 32, 0, 16)
(16, 32, 0, 16)
(12, 13, 1, 2)
(16, 17, 3, 4)
(10, 11, 11, 12)
(0, 16, 16, 32)
(16, 32, 0, 16)
None
(16, 32, 0, 16)
(19, 20, 19, 20)
(0, 16, 16, 32)
(0, 16, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 18, 4, 6)
(0, 16, 16, 32)
(16, 32, 0, 16)
(11, 12, 25, 26)
(16, 32, 0, 16)
(0, 16, 16, 32)
(16, 32, 0, 16)
(2, 3, 7, 8)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(18, 19, 19, 20)
(16, 32, 0, 16)
(16, 32, 0, 16)
(24, 25, 4, 5)
(0, 16, 16, 32)
(16, 17, 2, 3)
(16, 32, 16, 32)
(16, 32, 0, 16)
(10, 11, 10, 11)
(8, 16, 8, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(13, 14, 21, 22)
(0, 1, 1, 2)
(14, 15, 17, 18)
(0, 16, 16, 32)
(0, 16, 0, 16)
(9, 10, 7, 8)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(15, 16, 16, 17)
(16, 32, 16, 32)
(15, 16, 6, 7)
(0, 16, 16, 32)
(0, 16, 0, 16)
(16, 17, 16, 17)
(3, 4, 25, 26)
(16, 32, 0, 16)
(16, 24, 0, 8)
(26, 27, 0, 1)
(12, 13, 0, 1)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(15, 16, 3, 4)
(0, 16, 0, 16)
(17, 18, 31, 32)
(0, 16, 0, 16)
(0, 16, 16, 32)
(0, 16, 16, 32)
(16, 32, 16, 32)
(2, 3, 7, 8)
(0, 16, 16, 32)
(3, 4, 4, 5)
(16, 24, 16, 24)
(17, 18, 7, 8)
(8, 16, 0, 8)
(24, 28, 16, 20)
(25, 26, 25, 26)
(12, 16, 16, 20)
(0, 16, 0, 16)
(16, 32, 0, 16)
(7, 8, 27, 28)
(0, 16, 16, 32)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(8, 16, 16, 24)
(8, 16, 0, 8)
(16, 32, 0, 16)
(0, 16, 0, 16)
(17, 18, 3, 4)
(8, 16, 0, 8)
(16, 32, 0, 16)
(19, 20, 24, 25)
(7, 8, 17, 18)
(0, 16, 0, 16)
(24, 25, 6, 7)
(12, 16, 8, 12)
(16, 20, 16, 20)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 16, 32)
(16, 32, 16, 32)
(8, 9, 20, 21)
(16, 32, 0, 16)
(7, 8, 21, 22)
(0, 16, 0, 16)
(16, 17, 3, 4)
(0, 16, 0, 16)
(8, 9, 3, 4)
(4, 5, 6, 7)
(5, 6, 23, 24)
(15, 16, 2, 3)
(0, 16, 0, 16)
(16, 32, 0, 16)
(16, 24, 8, 16)
(0, 16, 0, 16)
(0, 16, 0, 16)
(8, 16, 8, 16)
(15, 16, 17, 18)
(16, 32, 16, 32)
(24, 25, 0, 1)
(1, 2, 9, 10)
(21, 22, 8, 9)
(0, 16, 16, 32)
(22, 23, 4, 5)
(16, 32, 16, 32)
(16, 32, 16, 32)
(0, 16, 16, 32)
(0, 16, 0, 16)
(20, 21, 2, 3)
(16, 32, 0, 16)
(4, 6, 6, 8)
(16, 32, 0, 16)
(0, 16, 16, 32)
(9, 10, 18, 19)
(25, 26, 16, 17)
(2, 3, 14, 15)
(16, 32, 0, 16)
(26, 27, 10, 11)
(20, 21, 0, 1)
(0, 16, 0, 16)
(16, 20, 24, 28)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 16, 32)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 17, 4, 5)
(0, 16, 0, 16)
(2, 3, 6, 7)
(0, 16, 0, 16)
(0, 16, 16, 32)
(0, 16, 0, 16)
(7, 8, 20, 21)
(5, 6, 18, 19)
(16, 18, 6, 8)
(16, 32, 16, 32)
(12, 16, 20, 24)
(0, 16, 0, 16)
(1, 2, 14, 15)
(16, 32, 16, 32)
(15, 16, 2, 3)
(16, 32, 16, 32)
(16, 32, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(17, 18, 12, 13)
(13, 14, 10, 11)
(2, 3, 7, 8)
(9, 10, 16, 17)
(0, 16, 16, 32)
(14, 15, 18, 19)
(16, 32, 0, 16)
(16, 32, 16, 32)
(16, 32, 16, 32)
(10, 11, 8, 9)
(15, 16, 31, 32)
(0, 8, 0, 8)
(4, 5, 23, 24)
(2, 3, 2, 3)
(16, 32, 0, 16)
(6, 7, 1, 2)
(12, 16, 28, 32)
(0, 16, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(15, 16, 25, 26)
(7, 8, 7, 8)
(14, 16, 14, 16)
(0, 16, 16, 32)
(0, 16, 0, 16)
(16, 24, 0, 8)
(16, 32, 0, 16)
(0, 16, 0, 16)
(25, 26, 11, 12)
(0, 16, 16, 32)
(0, 8, 8, 16)
(16, 32, 16, 32)
(7, 8, 3, 4)
(10, 11, 14, 15)
(16, 32, 16, 32)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(16, 32, 0, 16)
(16, 32, 16, 32)
(15, 16, 2, 3)
(8, 16, 0, 8)
(0, 16, 0, 16)
(5, 6, 1, 2)
(27, 28, 21, 22)
(0, 16, 16, 32)
(16, 32, 0, 16)
(16, 17, 2, 3)
(16, 32, 0, 16)
(0, 16, 16, 32)
(0, 16, 0, 16)
(15, 16, 24, 25)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(19, 20, 9, 10)
(4, 5, 15, 16)
(15, 16, 2, 3)
(0, 16, 16, 32)
(16, 32, 16, 32)
(16, 32, 0, 16)
(16, 32, 0, 16)
(16, 32, 0, 16)
(6, 7, 1, 2)
(2, 3, 6, 7)
(12, 16, 0, 4)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 16, 32)
(16, 32, 16, 32)
(12, 13, 7, 8)
(0, 16, 0, 16)
(16, 32, 0, 16)
(15, 16, 18, 19)
(16, 32, 0, 16)
(0, 16, 0, 16)
(1, 2, 9, 10)
(8, 16, 16, 24)
(0, 16, 0, 16)
(0, 16, 0, 16)
(0, 16, 0, 16)
(24, 25, 15, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(18, 19, 1, 2)
(16, 32, 0, 16)
(0, 16, 16, 32)
(24, 25, 18, 19)
(16, 32, 16, 32)
(16, 17, 29, 30)
(24, 25, 5, 6)
(26, 27, 12, 13)
(0, 16, 16, 32)
(8, 12, 8, 12)
(16, 32, 0, 16)
(2, 3, 13, 14)
(16, 32, 0, 16)
(17, 18, 23, 24)
(16, 32, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 0, 16)
(7, 8, 25, 26)
(0, 16, 0, 16)
(16, 32, 0, 16)
(5, 6, 12, 13)
(0, 16, 0, 16)
(1, 2, 8, 9)
(15, 16, 29, 30)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 16, 32)
(22, 23, 21, 22)
(0, 16, 16, 32)
(0, 16, 16, 32)
(0, 16, 16, 32)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 8, 0, 8)
(0, 16, 16, 32)
(8, 9, 1, 2)
(16, 18, 6, 8)
(8, 16, 8, 16)
(19, 20, 28, 29)
(14, 15, 22, 23)
(16, 24, 8, 16)
(14, 16, 20, 22)
(16, 32, 0, 16)
(16, 32, 0, 16)
(0, 16, 0, 16)
(7, 8, 13, 14)
(16, 32, 16, 32)
(16, 32, 0, 16)
(0, 16, 0, 16)
(15, 16, 2, 3)
(16, 32, 0, 16)
(5, 6, 18, 19)
(8, 16, 8, 16)
(0, 16, 16, 32)
(16, 32, 16, 32)
(0, 16, 0, 16)
(16, 32, 0, 16)
(0, 16, 16, 32)
(3, 4, 25, 26)
(0, 16, 0, 16)
(14, 16, 22, 24)
(16, 32, 0, 16)
(0, 1, 15, 16)
(4, 5, 1, 2)
(16, 32, 16, 32)
(8, 12, 16, 20)
(16, 32, 0, 16)
(16, 32, 0, 16)
(9, 10, 6, 7)
(12, 16, 8, 12)
(8, 16, 8, 16)
(16, 24, 16, 24)
(16, 32, 0, 16)
(0, 16, 16, 32)
(16, 32, 16, 32)
(0, 16, 0, 16)
None
(20, 21, 26, 27)
(0, 16, 0, 16)
(19, 20, 20, 21)
(14, 15, 14, 15)
(3, 4, 6, 7)
(0, 16, 16, 32)
(16, 32, 0, 16)
(16, 32, 0, 16)
(16, 17, 12, 13)
(16, 24, 24, 32)
(0, 1, 14, 15)
(16, 32, 16, 32)
(16, 32, 16, 32)
(16, 32, 16, 32)
(0, 16, 16, 32)
(24, 32, 16, 24)
(8, 9, 17, 18)
(0, 16, 0, 16)
(8, 9, 2, 3)
(11, 12, 31, 32)
(11, 12, 29, 30)
(0, 16, 0, 16)
(7, 8, 22, 23)
(0, 16, 0, 16)
(5, 6, 10, 11)
(16, 32, 16, 32)
(6, 7, 4, 5)
(16, 32, 16, 32)
(0, 16, 16, 32)
(14, 15, 25, 26)
(0, 16, 0, 16)
(0, 16, 0, 16)
(16, 32, 16, 32)
(25, 26, 15, 16)
(8, 9, 13, 14)
(0, 16, 16, 32)
(14, 15, 24, 25)
(0, 16, 0, 16)
(8, 16, 0, 8)
(8, 16, 16, 24)
(15, 16, 25, 26)
(12, 16, 8, 12)
(20, 22, 10, 12)
(16, 32, 0, 16)
(16, 32, 16, 32)
(16, 18, 20, 22)
(0, 16, 16, 32)
(16, 32, 16, 32)
(0, 16, 0, 16)
(13, 14, 5, 6)
16
0
16
16
16
16
16
16
16
0
16
0
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
0
0
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
16
16
0
16
16
16
16
0
16
0
16
16
16
0
16
0
0
16
16
16
0
0
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
0
16
0
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
0
0
16
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
0
0
0
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
0
16
0
16
0
16
16
0
0
0
0
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
16
0
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
0
0
16
16
16
0
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
0
16
0
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
0
16
16
16
0
0
16
16
16
16
16
16
16
16
16
0
0
16
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
0
16
16
16
16
0
16
16
16
16
16
16
0
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
0
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
0
0
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
0
0
16
16
0
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
0
16
16
0
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
0
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
0
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
0
0
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
0
16
0
0
0
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
16
16
0
0
16
0
0
16
0
0
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
16
16
16
0
16
16
16
16
16
0
16
0
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
0
16
16
0
16
0
16
16
0
16
16
16
16
0
16
0
16
16
16
0
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
0
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
0
16
16
16
16
16
16
0
16
16
16
16
16
16
0
16
16
16
0
0
16
0
16
16
0
16
16
16
16
0
16
16
16
16
16
0
0
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
0
0
0
16
16
16
0
16
0
16
16
16
16
16
16
0
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
0
16
0
16
16
16
16
16
16
0
16
16
16
0
16
0
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
0
0
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
0
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
0
0
16
0
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
0
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
16
16
0
16
0
16
0
16
16
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
16
16
16
16
16
0
0
0
16
16
16
16
16
16
16
16
16
16
0
16
16
16
0
16
16
16
0
0
16
16
16
16
0
0
16
16
16
16
16
16
16
16
0
16
16
0
16
16
16
16
16
0
16
0
16
0
16
16
16
16
16
16
16
16
16
16
0
16
16
16
16
16
